positive,negative,neutral,sent_score,sent_class
0.025798967,0.9214938,0.052707255,-0.89569485,negative
0.062329713,0.0132879885,0.9243823,0.049041726,neutral
0.10521695,0.011924934,0.8828581,0.09329201,neutral
0.15729618,0.28767353,0.5550303,-0.13037735,neutral
0.03551187,0.62309134,0.3413968,-0.5875795,negative
0.04993313,0.022584405,0.9274825,0.027348727,neutral
0.5064366,0.017521502,0.47604185,0.4889151,positive
0.95345914,0.015562884,0.030978052,0.93789625,positive
0.95122737,0.019989233,0.028783424,0.9312381,positive
0.035918754,0.8378346,0.12624669,-0.8019158,negative
0.015493144,0.903955,0.08055183,-0.8884618,negative
0.4337568,0.016245415,0.5499977,0.41751137,neutral
0.19310282,0.012169798,0.7947274,0.18093303,neutral
0.5906342,0.018807856,0.39055791,0.5718264,positive
0.05967159,0.8903985,0.049929872,-0.8307269,negative
0.078312255,0.013275044,0.9084127,0.06503721,neutral
0.018484348,0.92551154,0.05600405,-0.9070272,negative
0.021810437,0.1085242,0.8696654,-0.08671377,neutral
0.6631015,0.009374257,0.3275242,0.65372723,positive
0.14314832,0.029294547,0.8275572,0.11385377,neutral
0.06394163,0.02155867,0.9144997,0.042382956,neutral
0.029261647,0.90024024,0.07049806,-0.8709786,negative
0.14590472,0.017024484,0.8370708,0.12888023,neutral
0.08942564,0.016598891,0.89397544,0.07282674,neutral
0.46686283,0.0072967876,0.5258404,0.45956603,neutral
0.4483386,0.008900234,0.54276115,0.43943837,neutral
0.8006713,0.009482357,0.18984646,0.7911889,positive
0.71636814,0.21374004,0.06989185,0.5026281,positive
0.26865214,0.009663058,0.72168475,0.2589891,neutral
0.11880688,0.010701396,0.8704917,0.10810549,neutral
0.024994638,0.019102657,0.9559027,0.0058919806,neutral
0.033814427,0.49267027,0.47351527,-0.45885584,negative
0.017400023,0.9340213,0.048578653,-0.91662127,negative
0.046320673,0.013186568,0.9404928,0.033134103,neutral
0.29372078,0.009074242,0.69720495,0.28464654,neutral
0.93125707,0.028914718,0.039828174,0.9023424,positive
0.20384611,0.022808151,0.7733457,0.18103796,neutral
0.063220166,0.012571497,0.9242083,0.050648667,neutral
0.037200116,0.029620044,0.9331798,0.0075800717,neutral
0.08289535,0.01369079,0.9034139,0.06920456,neutral
0.80062336,0.009124507,0.1902521,0.79149884,positive
0.027762003,0.9253148,0.046923257,-0.8975528,negative
0.017466636,0.9557064,0.026826989,-0.93823975,negative
0.26515898,0.24521527,0.48962575,0.019943714,neutral
0.16989604,0.0132119665,0.81689197,0.15668407,neutral
0.024775771,0.96188736,0.013336944,-0.9371116,negative
0.22325654,0.0066277827,0.7701157,0.21662876,neutral
0.05334714,0.013734947,0.93291795,0.039612193,neutral
0.02685994,0.050163172,0.92297685,-0.023303233,neutral
0.08615955,0.011692929,0.90214753,0.07446662,neutral
0.036656283,0.077670485,0.8856732,-0.041014202,neutral
0.08731248,0.021889346,0.89079815,0.06542314,neutral
0.078361385,0.028042154,0.8935965,0.050319232,neutral
0.8628847,0.017645992,0.119469315,0.8452387,positive
0.021670833,0.7547525,0.22357662,-0.7330817,negative
0.076041,0.77126145,0.15269758,-0.6952205,negative
0.038092382,0.47643825,0.48546937,-0.43834588,neutral
0.14253129,0.009172021,0.84829676,0.13335927,neutral
0.07800688,0.8564292,0.065563805,-0.77842236,negative
0.049542118,0.014916456,0.93554145,0.03462566,neutral
0.052477226,0.025967583,0.92155516,0.026509643,neutral
0.6472675,0.042481206,0.3102512,0.60478634,positive
0.040632006,0.01477501,0.94459295,0.025856996,neutral
0.11609626,0.012770006,0.8711337,0.10332625,neutral
0.011916674,0.916863,0.07122024,-0.9049463,negative
0.44550577,0.35347825,0.201016,0.092027515,positive
0.15329549,0.2421697,0.6045348,-0.088874206,neutral
0.41956085,0.2209897,0.35944948,0.19857115,positive
0.56960976,0.007399682,0.42299053,0.5622101,positive
0.09807221,0.022548966,0.8793788,0.07552324,neutral
0.014723843,0.9644996,0.020776499,-0.94977576,negative
0.013396967,0.9602962,0.026306877,-0.94689924,negative
0.057258997,0.9245374,0.018203605,-0.8672784,negative
0.043891422,0.021775277,0.9343333,0.022116145,neutral
0.24117887,0.6128358,0.14598532,-0.37165695,negative
0.025630128,0.41808647,0.5562834,-0.39245635,neutral
0.027971076,0.32532367,0.64670527,-0.29735258,neutral
0.012005647,0.914077,0.07391744,-0.90207136,negative
0.18183336,0.01994457,0.79822206,0.1618888,neutral
0.10775619,0.570239,0.32200477,-0.4624828,negative
0.08454201,0.10309128,0.81236666,-0.018549263,neutral
0.8738565,0.00968821,0.116455376,0.8641683,positive
0.04894137,0.03399962,0.91705894,0.014941752,neutral
0.8222707,0.010376508,0.16735281,0.8118942,positive
0.1120521,0.7971571,0.09079075,-0.685105,negative
0.010179469,0.96350956,0.026310908,-0.9533301,negative
0.27467847,0.007401588,0.71792,0.26727688,neutral
0.93371785,0.00963949,0.056642678,0.92407835,positive
0.82107043,0.12103062,0.057899024,0.7000398,positive
0.014209122,0.83208764,0.15370324,-0.8178785,negative
0.8787126,0.0068117264,0.11447568,0.87190086,positive
0.14066446,0.009065528,0.85027,0.13159893,neutral
0.012213942,0.82550406,0.16228199,-0.8132901,negative
0.012066058,0.84271544,0.14521842,-0.8306494,negative
0.023190105,0.9185197,0.058290225,-0.8953296,negative
0.6633763,0.02004075,0.31658292,0.6433355,positive
0.09637928,0.014753593,0.88886714,0.081625685,neutral
0.14636828,0.008370975,0.8452608,0.1379973,neutral
0.14984205,0.07754595,0.772612,0.072296105,neutral
0.8245378,0.012951657,0.16251056,0.81158614,positive
0.05448366,0.015415835,0.9301005,0.039067823,neutral
0.04005059,0.023804415,0.936145,0.016246174,neutral
0.108190514,0.016667478,0.875142,0.09152304,neutral
0.012909737,0.9551608,0.031929426,-0.9422511,negative
0.6546963,0.012330312,0.3329734,0.642366,positive
0.5525697,0.26599824,0.18143211,0.28657144,positive
0.17425954,0.009544261,0.8161962,0.16471529,neutral
0.042927038,0.018315814,0.9387571,0.024611223,neutral
0.119581446,0.014825347,0.8655932,0.1047561,neutral
0.65768176,0.03833222,0.30398604,0.61934954,positive
0.033266336,0.020169096,0.9465646,0.01309724,neutral
0.10589515,0.008383416,0.8857215,0.09751173,neutral
0.079490975,0.009608819,0.91090024,0.069882154,neutral
0.8155348,0.026686026,0.15777914,0.78884876,positive
0.07385019,0.014329906,0.9118199,0.059520286,neutral
0.039015964,0.016528612,0.94445544,0.022487352,neutral
0.92883575,0.0141097605,0.057054494,0.914726,positive
0.9307307,0.019842738,0.049426537,0.91088796,positive
0.14421348,0.79996574,0.055820704,-0.65575224,negative
0.24369556,0.2807267,0.4755777,-0.037031144,neutral
0.11100488,0.011162891,0.87783223,0.09984199,neutral
0.6707878,0.13978042,0.18943179,0.5310074,positive
0.64753443,0.2623698,0.090095736,0.38516462,positive
0.15083054,0.010413798,0.8387556,0.14041674,neutral
0.44259343,0.00951749,0.5478892,0.43307593,neutral
0.90220916,0.022879794,0.07491102,0.8793294,positive
0.17852159,0.1342764,0.687202,0.044245183,neutral
0.013082197,0.9177545,0.0691634,-0.90467227,negative
0.107750095,0.008590675,0.88365924,0.09915942,neutral
0.7645818,0.008920268,0.22649783,0.75566155,positive
0.10291403,0.020036908,0.8770491,0.08287712,neutral
0.07896491,0.014826642,0.9062084,0.06413827,neutral
0.00878048,0.9596115,0.03160807,-0.950831,negative
0.030706313,0.265423,0.70387065,-0.23471668,neutral
0.37633026,0.018808272,0.60486144,0.35752198,neutral
0.102125764,0.011675405,0.8861988,0.09045036,neutral
0.008855493,0.9509133,0.04023125,-0.9420578,negative
0.02218971,0.084107764,0.8937025,-0.061918054,neutral
0.16258046,0.011773105,0.8256465,0.15080735,neutral
0.0074580126,0.97285765,0.019684305,-0.9653996,negative
0.33422744,0.02169099,0.64408165,0.31253645,neutral
0.30993795,0.006367792,0.68369424,0.30357015,neutral
0.22939117,0.0073222974,0.7632866,0.22206888,neutral
0.13080838,0.012970681,0.85622096,0.117837705,neutral
0.5897475,0.074929535,0.33532295,0.51481795,positive
0.8969367,0.009270868,0.09379236,0.88766587,positive
0.03616148,0.13627638,0.82756215,-0.1001149,neutral
0.14080079,0.014609335,0.8445899,0.12619145,neutral
0.016179716,0.9119432,0.07187712,-0.89576346,negative
0.20263869,0.012554808,0.78480655,0.19008388,neutral
0.018518366,0.55901575,0.42246595,-0.54049736,negative
0.9090738,0.028618349,0.06230778,0.8804555,positive
0.1795037,0.013558333,0.806938,0.16594537,neutral
0.90778303,0.052476957,0.039739974,0.8553061,positive
0.058066208,0.22012044,0.72181326,-0.16205424,neutral
0.32613975,0.008900913,0.6649593,0.31723884,neutral
0.59705627,0.008580302,0.39436337,0.58847594,positive
0.022438206,0.9672048,0.01035687,-0.9447666,negative
0.2614178,0.015594559,0.72298765,0.24582325,neutral
0.02642514,0.08193722,0.8916376,-0.055512086,neutral
0.012240125,0.9247274,0.063032426,-0.91248727,negative
0.17432584,0.025653366,0.80002075,0.14867248,neutral
0.01890623,0.76988596,0.21120775,-0.7509797,negative
0.04136955,0.03134584,0.9272846,0.010023709,neutral
0.009629872,0.9616088,0.028761402,-0.951979,negative
0.10222782,0.01965528,0.8781169,0.08257254,neutral
0.016779782,0.9608684,0.022351813,-0.94408864,negative
0.10350256,0.08187235,0.81462514,0.021630205,neutral
0.04277346,0.034019645,0.9232069,0.008753814,neutral
0.034663387,0.1683599,0.7969766,-0.13369653,neutral
0.899491,0.012063606,0.088445336,0.8874274,positive
0.42160782,0.011211931,0.5671802,0.4103959,neutral
0.2001992,0.0150823705,0.78471845,0.18511683,neutral
0.007873155,0.96526915,0.02685767,-0.957396,negative
0.15546344,0.011326747,0.8332098,0.1441367,neutral
0.33202448,0.008531334,0.6594441,0.32349315,neutral
0.8609454,0.014222856,0.124831766,0.84672254,positive
0.14453056,0.046827048,0.8086424,0.09770352,neutral
0.035891995,0.32356155,0.64054644,-0.28766954,neutral
0.8188567,0.1509046,0.030238654,0.6679521,positive
0.20681629,0.30864346,0.4845403,-0.101827174,neutral
0.030867077,0.06564473,0.9034882,-0.034777656,neutral
0.22779708,0.019076854,0.7531261,0.20872022,neutral
0.033535484,0.69824,0.26822445,-0.6647045,negative
0.012323178,0.93537074,0.052305996,-0.92304754,negative
0.02694562,0.9059151,0.06713919,-0.87896943,negative
0.03367935,0.017728351,0.94859236,0.015951,neutral
0.032737322,0.4769253,0.49033734,-0.444188,neutral
0.048356164,0.79660255,0.15504123,-0.7482464,negative
0.095299795,0.01085678,0.8938434,0.08444302,neutral
0.25221232,0.009070553,0.73871714,0.24314177,neutral
0.042918984,0.024115603,0.9329654,0.01880338,neutral
0.033627126,0.21819794,0.74817497,-0.18457082,neutral
0.03948238,0.53230125,0.4282164,-0.49281886,negative
0.03874407,0.014566486,0.9466895,0.024177585,neutral
0.014153733,0.9673913,0.018454976,-0.9532376,negative
0.35520405,0.48541814,0.15937786,-0.1302141,negative
0.91836244,0.025254274,0.056383356,0.8931082,positive
0.15805195,0.009932307,0.83201575,0.14811964,neutral
0.02891236,0.4525247,0.5185629,-0.42361233,neutral
0.09906845,0.61611134,0.28482017,-0.5170429,negative
0.03324519,0.044761814,0.921993,-0.011516623,neutral
0.09937425,0.8434907,0.057135027,-0.7441165,negative
0.13916922,0.01449015,0.84634066,0.124679066,neutral
0.9351647,0.021557473,0.043277796,0.91360724,positive
0.20003459,0.092992574,0.70697284,0.107042015,neutral
0.8325583,0.006887832,0.16055392,0.8256704,positive
0.015070198,0.9084455,0.07648429,-0.8933753,negative
0.017631957,0.9567958,0.025572274,-0.93916386,negative
0.08506839,0.018370142,0.89656144,0.066698246,neutral
0.8319781,0.029143138,0.13887884,0.8028349,positive
0.008967518,0.96685076,0.02418169,-0.95788324,negative
0.17380914,0.00920808,0.8169828,0.16460106,neutral
0.07631474,0.0114954095,0.91218984,0.06481933,neutral
0.16687392,0.012323,0.8208031,0.15455091,neutral
0.24050727,0.0068926546,0.7526,0.23361462,neutral
0.5353624,0.0081905285,0.45644698,0.5271719,positive
0.08384009,0.012666332,0.9034936,0.07117376,neutral
0.0831882,0.018401919,0.8984099,0.06478628,neutral
0.01749566,0.7608489,0.22165544,-0.74335325,negative
0.8796178,0.007966596,0.11241557,0.87165123,positive
0.44110543,0.009789634,0.549105,0.43131578,neutral
0.7098571,0.013798483,0.2763444,0.69605863,positive
0.046906214,0.82094145,0.13215235,-0.7740352,negative
0.025782892,0.045321584,0.9288955,-0.019538691,neutral
0.6238412,0.015177956,0.36098093,0.60866326,positive
0.10348014,0.014962047,0.8815578,0.08851809,neutral
0.032710783,0.023008699,0.94428056,0.009702085,neutral
0.6309242,0.009599275,0.35947654,0.62132496,positive
0.013458998,0.9300721,0.056468885,-0.9166131,negative
0.022459691,0.8517633,0.125777,-0.8293036,negative
0.016483553,0.944642,0.038874432,-0.92815846,negative
0.038284436,0.21266448,0.7490511,-0.17438005,neutral
0.026808068,0.3368655,0.6363265,-0.31005746,neutral
0.7661855,0.031051058,0.20276336,0.7351345,positive
0.21291631,0.007417743,0.7796659,0.20549858,neutral
0.029238604,0.016681217,0.9540802,0.012557387,neutral
0.036320884,0.021915749,0.94176334,0.014405135,neutral
0.0242368,0.08081985,0.8949433,-0.056583054,neutral
0.67455876,0.0625877,0.2628535,0.6119711,positive
0.026086688,0.05202448,0.9218889,-0.025937792,neutral
0.14958636,0.48950684,0.36090687,-0.33992046,negative
0.53830594,0.015787628,0.4459064,0.52251834,positive
0.068145774,0.68845636,0.24339786,-0.6203106,negative
0.09986461,0.3474934,0.552642,-0.24762881,neutral
0.62864834,0.045212317,0.32613936,0.583436,positive
0.13331,0.020479182,0.84621084,0.112830825,neutral
0.08439349,0.09612598,0.8194806,-0.011732496,neutral
0.9289299,0.011921083,0.05914895,0.9170088,positive
0.014926922,0.8910238,0.09404925,-0.8760969,negative
0.079139,0.123295195,0.7975658,-0.044156194,neutral
0.0064839567,0.9691622,0.024353797,-0.96267825,negative
0.010602166,0.95653695,0.03286085,-0.9459348,negative
0.49350482,0.01241334,0.49408183,0.48109147,neutral
0.089359485,0.25276953,0.65787095,-0.16341004,neutral
0.32177725,0.015685812,0.6625369,0.30609143,neutral
0.077766515,0.24153648,0.680697,-0.16376996,neutral
0.055397645,0.06341434,0.881188,-0.008016698,neutral
0.94009554,0.022105219,0.03779922,0.9179903,positive
0.5580325,0.19689035,0.24507716,0.36114216,positive
0.033459008,0.058125656,0.9084153,-0.024666648,neutral
0.072152846,0.57570076,0.35214645,-0.5035479,negative
0.22116017,0.010618203,0.7682216,0.21054196,neutral
0.6244427,0.18998303,0.18557432,0.4344597,positive
0.09174056,0.593852,0.31440747,-0.50211143,negative
0.8100455,0.0063323043,0.18362221,0.8037132,positive
0.008679985,0.9212283,0.070091724,-0.9125483,negative
0.046858132,0.04077126,0.91237056,0.006086871,neutral
0.036609076,0.028315334,0.9350756,0.008293742,neutral
0.12953328,0.009416637,0.86105007,0.120116636,neutral
0.029348757,0.59792906,0.37272215,-0.5685803,negative
0.6580313,0.09806619,0.24390247,0.5599651,positive
0.0861321,0.011623787,0.9022441,0.07450832,neutral
0.7784433,0.006706844,0.21484992,0.77173644,positive
0.07531866,0.5523675,0.37231377,-0.47704884,negative
0.076328136,0.009385122,0.91428673,0.06694301,neutral
0.38558838,0.32794163,0.28647003,0.05764675,positive
0.024442758,0.9577323,0.01782483,-0.9332896,negative
0.025465222,0.03121922,0.94331557,-0.0057539977,neutral
0.10751602,0.6077563,0.2847277,-0.5002403,negative
0.12014083,0.012000678,0.86785847,0.10814015,neutral
0.038839407,0.015179575,0.945981,0.023659833,neutral
0.5094036,0.014956205,0.47564015,0.49444738,positive
0.8586022,0.026696833,0.11470099,0.83190536,positive
0.6868251,0.019333681,0.29384118,0.66749144,positive
0.74070126,0.01946028,0.23983838,0.721241,positive
0.13416761,0.07885973,0.7869727,0.05530788,neutral
0.39645365,0.0075970446,0.5959493,0.3888566,neutral
0.062846676,0.12867925,0.80847406,-0.06583257,neutral
0.060165554,0.016258562,0.9235759,0.043906994,neutral
0.28749844,0.015189024,0.6973125,0.27230942,neutral
0.08203619,0.25666365,0.6613001,-0.17462745,neutral
0.29604805,0.00847579,0.69547623,0.28757226,neutral
0.008888212,0.9655676,0.025544168,-0.9566794,negative
0.16458727,0.026141113,0.80927163,0.13844617,neutral
0.01925711,0.7291456,0.25159732,-0.70988846,negative
0.04446487,0.019199474,0.9363357,0.025265398,neutral
0.3045272,0.0080041215,0.6874687,0.29652306,neutral
0.48399717,0.015205948,0.5007969,0.46879122,neutral
0.09322132,0.011808342,0.89497036,0.08141298,neutral
0.6092332,0.1686396,0.22212718,0.4405936,positive
0.020032678,0.085437246,0.8945301,-0.065404564,neutral
0.026250165,0.6376569,0.33609286,-0.61140674,negative
0.011466014,0.95251703,0.03601688,-0.941051,negative
0.012065192,0.8807029,0.107231885,-0.86863774,negative
0.01634067,0.8838187,0.099840514,-0.867478,negative
0.031028623,0.050210193,0.91876113,-0.01918157,neutral
0.54915065,0.008901277,0.4419481,0.54024935,positive
0.57138443,0.07074591,0.35786963,0.50063854,positive
0.059244446,0.011616695,0.9291389,0.04762775,neutral
0.06921287,0.018096633,0.9126905,0.051116236,neutral
0.60632694,0.012886323,0.3807868,0.5934406,positive
0.010069854,0.92496157,0.064968586,-0.9148917,negative
0.20640956,0.01086742,0.78272295,0.19554214,neutral
0.27016872,0.008568286,0.72126305,0.26160043,neutral
0.03684735,0.9421378,0.02101489,-0.9052904,negative
0.020158222,0.7975515,0.18229026,-0.7773933,negative
0.07984091,0.0099189505,0.9102401,0.06992196,neutral
0.07752242,0.051329896,0.8711477,0.026192524,neutral
0.08470595,0.014396323,0.9008977,0.070309624,neutral
0.018331798,0.8756171,0.10605109,-0.85728526,negative
0.08989583,0.010066114,0.9000381,0.079829715,neutral
0.037058007,0.5357801,0.42716193,-0.49872208,negative
0.033403825,0.09049892,0.8760972,-0.05709509,neutral
0.7109145,0.03905943,0.25002614,0.6718551,positive
0.17364118,0.008045601,0.8183133,0.16559558,neutral
0.030447053,0.44898167,0.52057123,-0.4185346,neutral
0.02001834,0.9439823,0.03599941,-0.92396396,negative
0.14218052,0.035250314,0.82256913,0.106930204,neutral
0.008047736,0.93694717,0.055005163,-0.9288994,negative
0.8820574,0.07124702,0.04669551,0.8108104,positive
0.08662303,0.15104057,0.76233643,-0.06441754,neutral
0.009213978,0.96430624,0.026479794,-0.95509225,negative
0.06411382,0.2551498,0.68073636,-0.19103599,neutral
0.5672347,0.012227557,0.42053774,0.55500716,positive
0.12207721,0.22984153,0.6480813,-0.10776432,neutral
0.82222724,0.00783285,0.16993995,0.8143944,positive
0.9391929,0.009784584,0.05102253,0.9294083,positive
0.08026007,0.025647644,0.89409226,0.054612424,neutral
0.2985566,0.092430204,0.60901326,0.20612639,neutral
0.7545911,0.009809507,0.23559946,0.7447816,positive
0.016984774,0.79609,0.18692525,-0.77910525,negative
0.1283073,0.009445818,0.8622468,0.11886148,neutral
0.86132973,0.011670768,0.12699953,0.84965897,positive
0.029577699,0.60005987,0.37036237,-0.5704822,negative
0.045193177,0.33355477,0.62125206,-0.2883616,neutral
0.08595989,0.018435849,0.89560425,0.06752404,neutral
0.0086814305,0.9518855,0.039433084,-0.9432041,negative
0.30930957,0.009513372,0.681177,0.2997962,neutral
0.045440733,0.17242105,0.7821382,-0.12698032,neutral
0.010766374,0.8816689,0.10756471,-0.87090254,negative
0.5105379,0.16137893,0.32808316,0.349159,positive
0.9374015,0.010030475,0.052568037,0.927371,positive
0.19290213,0.014013889,0.79308397,0.17888825,neutral
0.22772901,0.22260275,0.54966825,0.005126253,neutral
0.12071499,0.013820419,0.86546457,0.106894575,neutral
0.06401828,0.06710924,0.8688725,-0.0030909628,neutral
0.044355832,0.064384066,0.89126015,-0.020028234,neutral
0.4633818,0.018884711,0.5177336,0.44449708,neutral
0.020401616,0.09028837,0.88931,-0.06988676,neutral
0.027145531,0.8517123,0.12114223,-0.8245668,negative
0.1024972,0.016861165,0.8806416,0.085636035,neutral
0.7592862,0.14455362,0.0961601,0.6147326,positive
0.15459372,0.009808855,0.83559746,0.14478487,neutral
0.15858273,0.009171828,0.83224547,0.1494109,neutral
0.058674265,0.011462517,0.92986315,0.047211748,neutral
0.7127951,0.06389402,0.22331089,0.64890105,positive
0.008897694,0.9154487,0.0756536,-0.906551,negative
0.6196292,0.008781985,0.3715888,0.61084723,positive
0.16424695,0.008259638,0.8274934,0.1559873,neutral
0.656667,0.014920676,0.32841223,0.64174634,positive
0.032187454,0.052550815,0.91526175,-0.02036336,neutral
0.054811142,0.5370673,0.40812153,-0.48225614,negative
0.74249256,0.0069785616,0.25052893,0.735514,positive
0.9112366,0.018244764,0.07051863,0.89299184,positive
0.021096509,0.3337356,0.6451679,-0.3126391,neutral
0.01408183,0.87735355,0.108564585,-0.8632717,negative
0.73968744,0.006839144,0.25347343,0.7328483,positive
0.41582865,0.05375366,0.5304176,0.36207497,neutral
0.009690574,0.94292915,0.04738022,-0.93323857,negative
0.21933085,0.008604879,0.77206427,0.21072596,neutral
0.75661165,0.054595083,0.18879326,0.7020166,positive
0.045997024,0.78810674,0.16589627,-0.7421097,negative
0.03171553,0.03492714,0.93335736,-0.00321161,neutral
0.021007115,0.21236119,0.76663166,-0.19135407,neutral
0.10054696,0.028208835,0.87124425,0.07233813,neutral
0.3200346,0.03343357,0.6465318,0.286601,neutral
0.010332754,0.9337813,0.05588589,-0.92344856,negative
0.11716845,0.032134574,0.850697,0.08503388,neutral
0.103046134,0.011877204,0.88507664,0.09116893,neutral
0.07142878,0.02593456,0.9026367,0.04549422,neutral
0.08690249,0.013105513,0.89999205,0.07379698,neutral
0.29222715,0.00736404,0.7004089,0.2848631,neutral
0.06951433,0.010128134,0.9203575,0.059386194,neutral
0.026441053,0.07236,0.90119886,-0.04591895,neutral
0.5546303,0.11981587,0.3255539,0.4348144,positive
0.352181,0.49353218,0.15428677,-0.1413512,negative
0.28803796,0.016443998,0.695518,0.27159396,neutral
0.85076934,0.07762946,0.07160122,0.7731399,positive
0.90345883,0.016450971,0.080090255,0.88700783,positive
0.020853018,0.93162227,0.04752474,-0.9107692,negative
0.521236,0.015445074,0.46331894,0.50579095,positive
0.0375088,0.01554473,0.9469465,0.02196407,neutral
0.15635785,0.016534572,0.8271076,0.13982329,neutral
0.032124553,0.026729137,0.94114625,0.005395416,neutral
0.1317194,0.010110232,0.85817033,0.121609166,neutral
0.02222788,0.049270455,0.9285017,-0.027042575,neutral
0.10842736,0.087675095,0.8038975,0.020752266,neutral
0.01524389,0.94341964,0.041336518,-0.92817575,negative
0.031861458,0.047012687,0.9211258,-0.015151229,neutral
0.8047463,0.008866716,0.18638696,0.7958796,positive
0.49992132,0.008365865,0.4917128,0.49155545,positive
0.15748334,0.009368966,0.83314776,0.14811437,neutral
0.6630718,0.010553928,0.32637426,0.65251786,positive
0.30625045,0.009139449,0.6846101,0.297111,neutral
0.8764714,0.017623227,0.10590531,0.85884815,positive
0.43074432,0.010425316,0.5588304,0.420319,neutral
0.7470695,0.008919456,0.244011,0.73815,positive
0.012113345,0.87828785,0.10959883,-0.8661745,negative
0.020879636,0.68547046,0.29364988,-0.66459084,negative
0.076198995,0.8872116,0.0365894,-0.8110126,negative
0.27267173,0.011962443,0.71536577,0.2607093,neutral
0.06384697,0.28720358,0.6489495,-0.2233566,neutral
0.011930815,0.8159553,0.17211394,-0.80402446,negative
0.44377187,0.4709476,0.085280575,-0.027175725,negative
0.100775555,0.00980393,0.8894205,0.09097163,neutral
0.5095601,0.01001246,0.48042744,0.49954766,positive
0.012672149,0.9710368,0.016291097,-0.95836467,negative
0.025166653,0.38886967,0.58596367,-0.363703,neutral
0.7275459,0.011487343,0.26096675,0.71605855,positive
0.2360482,0.011972223,0.75197965,0.22407599,neutral
0.033939198,0.54532164,0.42073917,-0.51138246,negative
0.0811007,0.019357137,0.8995422,0.061743565,neutral
0.7581042,0.01157842,0.23031738,0.74652576,positive
0.0085347835,0.94293,0.04853524,-0.9343952,negative
0.012204242,0.8756404,0.11215533,-0.86343616,negative
0.04512671,0.014505266,0.94036806,0.030621443,neutral
0.05522645,0.1042181,0.8405554,-0.048991654,neutral
0.831916,0.0073107225,0.16077323,0.8246052,positive
0.08460524,0.21966994,0.6957247,-0.13506469,neutral
0.051630232,0.014815449,0.9335543,0.036814783,neutral
0.04417862,0.03392346,0.9218979,0.010255162,neutral
0.039324425,0.03534104,0.9253345,0.003983386,neutral
0.9375591,0.028171403,0.034269374,0.9093877,positive
0.105195105,0.016759079,0.8780458,0.08843602,neutral
0.04808989,0.10529996,0.8466102,-0.057210065,neutral
0.07512289,0.03249774,0.8923794,0.04262515,neutral
0.9437401,0.01962338,0.036636457,0.92411673,positive
0.13237822,0.00884067,0.8587811,0.12353755,neutral
0.8306441,0.015151168,0.15420486,0.8154929,positive
0.09983211,0.023430144,0.8767377,0.076401964,neutral
0.026487766,0.63982826,0.3336839,-0.6133405,negative
0.4607423,0.49178454,0.04747312,-0.031042248,negative
0.16689317,0.008418696,0.82468814,0.15847448,neutral
0.34604183,0.009950846,0.6440074,0.33609098,neutral
0.94189996,0.014360587,0.043739423,0.92753935,positive
0.21961702,0.7289739,0.05140898,-0.5093569,negative
0.031644143,0.7804395,0.18791632,-0.74879533,negative
0.94468814,0.011115144,0.044196624,0.933573,positive
0.8289327,0.10781767,0.0632497,0.72111505,positive
0.052063353,0.013557121,0.9343795,0.038506232,neutral
0.032863762,0.057320613,0.9098156,-0.024456851,neutral
0.13139486,0.00975246,0.8588527,0.1216424,neutral
0.023566566,0.78237885,0.19405463,-0.7588123,negative
0.01498692,0.87754804,0.10746502,-0.8625611,negative
0.060781386,0.33244327,0.6067753,-0.27166188,neutral
0.1338538,0.036488406,0.82965773,0.09736539,neutral
0.7148683,0.24115099,0.043980643,0.47371733,positive
0.0373783,0.91326493,0.049356684,-0.8758866,negative
0.0428106,0.18464056,0.77254885,-0.14182995,neutral
0.29836524,0.008301538,0.6933332,0.2900637,neutral
0.599204,0.008091182,0.39270487,0.5911128,positive
0.042901877,0.020633947,0.93646413,0.02226793,neutral
0.036855035,0.024370816,0.93877417,0.012484219,neutral
0.010956672,0.96527374,0.023769623,-0.9543171,negative
0.011485863,0.9143802,0.074133955,-0.9028943,negative
0.14577773,0.012341405,0.84188086,0.13343632,neutral
0.0284392,0.93536526,0.036195625,-0.90692604,negative
0.016646784,0.9586641,0.024689104,-0.9420173,negative
0.07356124,0.014133415,0.9123053,0.059427828,neutral
0.058713503,0.07961195,0.8616745,-0.020898446,neutral
0.17450602,0.014633674,0.81086034,0.15987235,neutral
0.118843794,0.01185182,0.86930436,0.10699198,neutral
0.819189,0.006404145,0.17440687,0.81278485,positive
0.073604666,0.89087963,0.035515644,-0.817275,negative
0.06802091,0.01726567,0.9147134,0.05075524,neutral
0.9332446,0.034383822,0.0323716,0.89886075,positive
0.5949793,0.013370485,0.3916502,0.5816088,positive
0.11299783,0.0117386365,0.8752635,0.101259194,neutral
0.17040639,0.016539602,0.8130541,0.15386678,neutral
0.94628775,0.022998005,0.030714273,0.9232898,positive
0.52341276,0.006739237,0.469848,0.5166735,positive
0.062115487,0.011905402,0.92597914,0.050210085,neutral
0.2146183,0.010040773,0.7753409,0.20457752,neutral
0.023118407,0.4887295,0.48815203,-0.4656111,negative
0.12054821,0.7866826,0.092769206,-0.6661344,negative
0.03835299,0.03675619,0.9248908,0.0015967973,neutral
0.009405254,0.93748033,0.05311437,-0.9280751,negative
0.9108099,0.009524291,0.07966587,0.9012856,positive
0.114255905,0.01612166,0.86962247,0.09813425,neutral
0.01600917,0.9579449,0.026045961,-0.9419358,negative
0.05046785,0.875097,0.07443511,-0.8246291,negative
